"hotelName","hotelId","title","content"
"Baur au Lac",,"Timeless Charms","The Baur au Lac is one of my favorite hotels in the world! A trip to Zurich or Switzerland for that matter would not be complete without a stay at this fabled and romantic hotel. Please do yourself a favor and treat yourself (and a loved one) to a truly beautiful experience. "
"Baur au Lac",,"Excellent hotel on the lake shore!","I stayed at this hotel back in the 90s, and has honestly do not remember. Many have heard from friends and acquaintances, different and good and bad. Overall, I am very satisfied. Lovely comfortable room. Wonderful service. One thing I would like to mention, better let the mini-bar will be paid, but not so empty."
"Baur au Lac",,"A Classic in Zurich","I stayed only one night and the service and overall quality was impeccable as it was 6-7 years ago when I first stayed there. It was not possible to notice a negative point during my stay. I strongly suggest to enjoy a drink in the garden if the weather is nice."
"Baur au Lac",,"A Great Hotel","One of the best hotels we have ever stayed with. Every staff member was genuine and helpful. After an excellent, but filling lunch, we enjoyed wine and lighter fare in Le Hall. Our server was very knowledgeable on the menu and the wine list. It felt like we were eating at someone's home, not a restaurant. The salads and small plates were superb. The location cannot be beat. We walked along the lake, through the old town and down the main shopping area, all within 10 minutes of the hotel. Our only regret was that we were unable to stay longer."
"Baur au Lac",,"great location, great hotel","Great location, great hotel. rooms are very comfortable, service & staff is perfect. indeed during the period we've stayed there there was a construction near the restaurant. we did have a very noisy breakfast and the other day preffered not to have breakfast in the hotel. Also a catering event which caused some of the hotel facilities out of use for hotel guests .. this should have been mentioned to us before our arrival. We could not see the nice garden since there were preparations ... we could not use the LOBBY on the event night etc... Hotel should not host events like that since I believe their event rooms are not sufficient .."
"Baur au Lac",,"Top of the art","Very beautiful and central hotel in the heart of zurich. I stayed there during 4 days with my family in summer 2016 and had a great time. Personal is very polite, hotel is very clean and has great food. Many amenities in our room. Very happy with this choice."
"Baur au Lac",,"Top of its class","Excellent location, great welcome at the door by Hans, cosy and well decorated rooms. Inner court rooms are absolutely quiet. It is always a pleasure to come back. The staff is wonderful, at the receptions, the concierge, the breakfast restaurant and the staff on the floor."
"Baur au Lac",,"Grand Hotel!","Baur was a great location in the old town with everything within walking distance. the lobby was very beautiful with the bar being a great place for a cocktail before dinner.rooms were very well done and nice. the staff was very helpful and would go back again."
"Baur au Lac",,"Incomparable!","The service at the Baur Au Lac is beyond compare. It would justify a trip to Zurich, just to stay at the Baur Au Lac. I suffered a back injury during my trip to Zurich and the Baur Au Lac staff guided me to the right doctors and took care of my every need. The hotel's restaurant has an excellent chef and the concierges are extremely knowledgeable about where to dine and how to enjoy the city. Can't wait to return!"
"Baur au Lac",,"Amazing in everyway","Ive been lucky enough to have stayed in this hotel a few times but whenever I visit Zurich, I always go there for a drink and sometimes food. The staff are so friendly and always remember you, the service is excellent and it makes the trips that more memorable. The food is always good whether it be breakfast, lunch or dinner. The rooms are always beautiful and very clean. Looking forward to my next visit!"
